Restaurant,Reviewer,Review,Rating,Metadata,Time,Pictures
Shah Ghouse Hotel & Restaurant,Arpa Ghosh,"Visited this place on 24 March,2019, as one of my friend invited us to have a lunch party there. We went there around 1 pm and it was pretty difficult to get a car parking there, but we managed one. Not to mention that the place was literally overcrowded! Such is popularity of this place! Lets find out, how the experience was.

Ambiance

=========

Its a multistoried restaurant. And every floor was full to the brim, with several Biriyani crazy people! We got seated at the second floor. The floor was brimming with people and hardly any empty table. The seats were well laid out , comfy and spacious. Ratings - 3.5/5.

Service

=========

The waiter took some time to take the order and quite some time to deliver the food. He paid heed to whatever requests we made and was keen to help. Overall service was fine. Ratings - 4/5.

Food

=========

Here comes the big deal. Lets find out if all the craze that this place generates, is worth it? Actually four of us were there for the lunch and the waiter recommended ""Family Pack"" chicken Biriyani along with Reshmi Kebab and Ginger chicken for starters. The starters arrived and they looked yum! The Reshmi Kebab was wrapped in an fluffy wrapping (made with the non-yolk part of the egg) . The kebabs were so soft that it literally melted in our mouth. The ginger chicken was tasty as well. Must mention that both the starters had ample amount of chicken pieces, which was pretty filling for even four of us. Then came the ""Family Pack"" Biriyani, which was more than enough for even four of us( we even had to parcel the leftover). The Biriyani, here has a very different taste here. Its not that spicy but its delicious! No wonder, this place is so famous! Ratings - 4.5/5.

Value for Money

============

All these food, for just thousand bucks! Need I say more. Pisa Vasool. Ratings - 5/5.

Lets calculate,

Rating = (Ambiance + Service + Food + VFM)/4 = 4.25

Final Thoughts

=============

If you are in Hyderabad and looking for Biriyani experience ( also soft and yummy kebabs), then visit to this place is an absolute must! Highly Recommended!",4,"32 Reviews , 70 Followers",3/30/2019 11:09,3
Shah Ghouse Hotel & Restaurant,Saurav M,"Ordered food via swiggy and got old and rubbery chicken. Of course it was stale and leftover stuff which was remodeled and resold. Shameful conduct,never ordering again.",1,"18 Reviews , 12 Followers",3/30/2019 6:48,0
Shah Ghouse Hotel & Restaurant,Kiran,"The food was really bad. Onion Salad was not served. Worst taste. Rahtha and the fish ordered smelled very bad, I was completely disappointed with Shah Ghouse biryani",1,1 Review,3/29/2019 14:52,0
Shah Ghouse Hotel & Restaurant,Owais Khan,"This is one of the best Restraunt in Hyderabad.....
Here Food is awesome and has perfect taste. It also provides best service. Here I am visiting since 2016 and never got rid of the food..",5,"2 Reviews , 1 Follower",3/29/2019 10:37,0
Shah Ghouse Hotel & Restaurant,Gourmet_stan(Soumya Sagarika Nayak),"Loved the chicken biryani totally. Mild spices,well cooked rice,4 big chicken pieces. But somehow got disappointed by the butter Naan and chicken Masala. Anyways heaven for Biryani lovers.",4,"163 Reviews , 1204 Followers",3/28/2019 10:30,2
Shah Ghouse Hotel & Restaurant,Qkahmed,Shah Ghouse Hotel Did not deliver my order after making payment online. Zomato to ensure my online payment to be refunded as early as possible.,1,"1 Review , 1 Follower",3/27/2019 2:19,0
Shah Ghouse Hotel & Restaurant,Rag,Our regular place to have chicken/mutton biryani. The flavour is awesome. Can't get the same anywhere. Most favourite is special chicken biryani. The biryani will be completely different compared to the regular restaurants style.,5,4 Reviews,3/26/2019 19:53,0
Shah Ghouse Hotel & Restaurant,Ha,Ordered chicken briyani and vegetables briyani. It's was good as usual!! If they could increase the paneer in the veg briyani that would be brilliant.,3,"86 Reviews , 145 Followers",3/26/2019 2:49,0
Shah Ghouse Hotel & Restaurant,Bhatnagar Benni Korani,"Please don't visit this place in the night if at all you are going along with your family...
No service after 12:00 as the zomato says it's open upto 2:00...complete missguiding and fooling customers....
I'm a fan of the biryani served here...but the staff,the timings,and the cleanliness over here is a clean bullshit...
Better to visit the other branches like shalibanda and tolichowli...please don't visit this holy hell....!
I posted some pics just look at the table where we dine to eat...yuck...!",1,"1 Review , 4 Followers",3/24/2019 1:06,0
Shah Ghouse Hotel & Restaurant,Raparthi Shekar,I have ordered through Zomato 1 chicken and 1 Veg biryani and received Chicken and Egg biryani.  This is second instance happened.  I have thrown away the Egg biryani and also the taste of the Chicken biryani is not so good.....,1,"1 Review , 8 Followers",3/23/2019 6:05,0
Shah Ghouse Hotel & Restaurant,Nitin Bhapkar,"Most disappointing experience ever! Ordered for vegetable biryani during midnight hours from this restaurant. Delivery through swiggy was quick and swift but to my surprise I received only biryani rice, absolute no vegetables or masala. Very bland taste too. I do not understand why these restaurants cheats customers if they out of stock. I would not recommend anyone to trust this restaurant",1,"15 Reviews , 94 Followers",3/23/2019 1:05,1
Shah Ghouse Hotel & Restaurant,Gurtejbir Sandhu,Horrible biryani this is what we got when we ordered on Swiggy. It looks like you just want to make money selling biryani and left over pieces,2,"28 Reviews , 5 Followers",3/22/2019 22:07,1
Shah Ghouse Hotel & Restaurant,Rahul Kumar,"Offers one of the Best Biryani's in Hyderabad! Also their Irani chai is awesome. Both of them are must try, you'll not be disappointed. Place is little crowdy though.",4,"11 Reviews , 3 Followers",3/22/2019 2:07,0
Shah Ghouse Hotel & Restaurant,Bhawana Bahuguna,"I had heard a lot about this place so I went there. The dining area was pretty jammed and there seemed a lot of dirt lying around like used napkins, food etc. I anyway passed it for the fact that the place is all time busy. But then I saw a RAT nibbling on the scattered food. I reported this to the manager and he told me it's okay and 'ek do Galti toh ho jati hai' and they literally forced me to pay for my order which I did not even touch. The staff was highly rude and it has been one of the worst experiences in Hyderabad.",1,1 Review,3/17/2019 16:05,0
Shah Ghouse Hotel & Restaurant,Shiva Kumar Chary,"Original Hyderabadi and ghee flavoured mutton Biryani is my fav item from this restaurant and I am totally addicted to this dish😍😍😍

Best quality too, not ₹300 I am ready to spend ₹600 for a dish like this.",5,"5 Reviews , 24 Followers",3/16/2019 23:14,0
Shah Ghouse Hotel & Restaurant,Manojkumar D Nambisan,"Food is decent and tastes palatable, not the best, though not very comfortable with the hygiene. Ambience is average, service is poor. Good value for money if one can ignore the ambience and service.",3,"29 Reviews , 11 Followers",3/16/2019 12:09,0
Shah Ghouse Hotel & Restaurant,Prasun Gokhlani,Can't ever say no to this place how much ever crowded it gets or the time one has to wait to get a seat here. Biryani is simply amazing definitely among the best in Hyderabad,5,"25 Reviews , 5 Followers",3/16/2019 12:05,0
Shah Ghouse Hotel & Restaurant,Satyajit Behera,"The hotel never updates the status of the order. I called Zomato support after 20 mins of placing the order, then the Zomato support team calls the hotel to accept the order and then they update the order. Next them mention it will be delivered by 1:11pm but again no update. I called again at 1:15pm to check what happened to the order. They again called the hotel to get an update. Then they mention your food is still getting prepared, its in the kitchen. What the hell the order that should have delivered way back its still in kitchen and you guys don't mind to update or apologize. I asked to cancel the order and Zomato said it can't cancel as it will be waste of food. Great and I am stuck with the hotel's will to deliver it or not. Pathetic service.",1,1 Review,3/15/2019 13:33,0
Shah Ghouse Hotel & Restaurant,Abdul Rahiman,Good and polite delivery boy,5,"1 Review , 1 Follower",3/13/2019 14:09,0
Shah Ghouse Hotel & Restaurant,✔️ Sonu,"Just wow 👌 I placed an order for Mutton Laham special mandi, it was really 😋 yummy. They provide a bowl of mutton juice along chat Pata 🍅 tomato red chilli 🌶 chutney with this dish & must say it really fetches and satisfies your hunger.
I just say it's a MUST TRY once for sure. 👍",5,"39 Reviews , 78 Followers",3/12/2019 17:01,6
Shah Ghouse Hotel & Restaurant,Neeraj Raj,my chicken was not boneless,2,"7 Reviews , 2 Followers",3/11/2019 21:02,0
Shah Ghouse Hotel & Restaurant,Deepthikalakshmi Akkina,"Went for team lunch on friday, overcrowded and hard to get the place. After 30 minutes of waiting got the table. Ordered tandoori platter and dum Biryani.

Chicken Tandoori is roasted and spices are marinated well and biryani is worth for waiting. Remaining items are better to ignore ( Roti and kebabs)

Dessert - kurbani ka meta is delicious.

Pros: Budget friendly

Cos: long waiting especially on weekends
Ambience.",4,"4 Reviews , 14 Followers",3/11/2019 16:52,0
Shah Ghouse Hotel & Restaurant,Dhanasekar Kannan,Mutton special Biryani & chicken Biryani are good in taste. Grill chicken was little oily and service was good. It's one of the best place for Biryani lovers.,4,"12 Reviews , 21 Followers",3/11/2019 9:32,1
Shah Ghouse Hotel & Restaurant,Kishanchand Karuturi,"I have ordered for special mutton biryani but they delivered chicken biryani

And no response form the restaurant num of the number were working",1,"1 Review , 1 Follower",3/10/2019 23:53,0
Shah Ghouse Hotel & Restaurant,Rachana,"Been here 3 to 4 times earlier too... This place never dissapoints with their taste and flavours. Not only the biryani but i love the other dishes as well. Anyhow the biryani is the best here😍
This time we had chicken majestic, punjabi chicken with butter naan and biryani everything was so good and even the staff was very courteous to us.
Ps: Dont expect a fancy ambience just visit for their food.",4,"19 Reviews , 5 Followers",3/10/2019 13:35,1
Over The Moon Brew Company,Joel Coelho,"Great ambience, met an excellent man - Sarbeshwar. Super cool guy and great service. Food and music is excellent. Basil chicken tikka is a must try.",5,"7 Reviews , 117 Followers",5/24/2019 22:22,0
Over The Moon Brew Company,Elizabeth Thomas,"Great service by Sarmeshwar. Nice ambience as always. Fantastic music, fantastic crowd. Good food and everything is nice about the place......",5,"1 Review , 2 Followers",5/24/2019 22:22,0
Over The Moon Brew Company,Piyush Singhal,"This is the best place for beer lovers. With my few friends, we aare at otm gachibowli. Loved the ceaft beer, white high, 🍎 cider. And the food is awesome. We ordered mecican pizza , burmese parcel we just loved it. The ambience is simple best. Loved it.",5,"1 Review , 65 Followers",5/24/2019 18:33,3
Over The Moon Brew Company,Noopur Majumder,Good food and nice craft beer. Service from sarveshwar. Lunch platter on weekday is quite expensive. Tables are well places so it does not seem way to crowded,5,"4 Reviews , 1 Follower",5/24/2019 15:36,0
Over The Moon Brew Company,Sekhar Kavuru,Awesome place to chill. Must visit.miss it at ur own risk. Lager beer is awesome. Serving is professional esp. Johny suggested nice menu. Enjoyed starters. Khandari murgh rikka is juicy. Nice ambience,5,"2 Reviews , 3 Followers",5/22/2019 22:14,0
Over The Moon Brew Company,Ananya Sahoo,Amazing service by Kamal !! He was really quick with the service and appreciate his recommendations on the menu!! Keep up the good work !!! 😊,5,"1 Review , 154 Followers",5/22/2019 21:39,0
Over The Moon Brew Company,Ram,Best place to hangout with friends. I have been here with my friends for weekday party after ofc hours. Good service by Sarveshwaar. Must visit place.,5,"1 Review , 2 Followers",5/22/2019 15:55,0
Over The Moon Brew Company,Nandakishore A,Service is amazing!!! Three cheese mushroom is a must try dish. Love the ambience too. And the Ceasar’s chicken salad was good.. wish it had more chicken though.,5,"2 Reviews , 78 Followers",5/21/2019 21:49,0
