title,author,price,pages,avg_reviews,n_reviews,star5,star4,star3,star2,star1,dimensions,weight,language,publisher,ISBN_13,link,complete_link
The Pandas Workshop: A comprehensive guide to using Python for data analysis with real-world case studies,"[Blaine Bateman,Saikat Basak et al.]",47.49,744.0,4.6,10,0.73,0.14,0.13,0.0,0.0,7.5 x 1.68 x 9.25 inches,2.77 pounds,English,Packt Publishing (June 17 2022),978-1800208933,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A049513115F6WF9ISLFQD&url=%2FPandas-Workshop-comprehensive-analysis-real-world%2Fdp%2F1800208936%2Fref%3Dsr_1_273_sspa%3Fcrid%3D2YKZLS0CJFDGI%26keywords%3Ddata%2Bscience%26qid%3D1663448047%26sprefix%3Ddata%2Bscience%252Caps%252C828%26sr%3D8-273-spons%26psc%3D1&qualifier=1663448047&id=1286096346710520&widgetName=sp_mtf,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A049513115F6WF9ISLFQD&url=%2FPandas-Workshop-comprehensive-analysis-real-world%2Fdp%2F1800208936%2Fref%3Dsr_1_273_sspa%3Fcrid%3D2YKZLS0CJFDGI%26keywords%3Ddata%2Bscience%26qid%3D1663448047%26sprefix%3Ddata%2Bscience%252Caps%252C828%26sr%3D8-273-spons%26psc%3D1&qualifier=1663448047&id=1286096346710520&widgetName=sp_mtf
Data Modeling for Azure Data Services: Implement professional data design and structures in Azure,[Peter ter Braake],51.99,428.0,4.6,16,0.58,0.42,0.0,0.0,0.0,7.5 x 0.97 x 9.25 inches,1.61 pounds,English,Packt Publishing (July 30 2021),978-1801077347,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A00939571T0N2PJVYJQS0&url=%2FData-Modeling-Azure-Services-professional%2Fdp%2F1801077347%2Fref%3Dsr_1_275_sspa%3Fcrid%3D2YKZLS0CJFDGI%26keywords%3Ddata%2Bscience%26qid%3D1663448047%26sprefix%3Ddata%2Bscience%252Caps%252C828%26sr%3D8-275-spons%26psc%3D1&qualifier=1663448047&id=1286096346710520&widgetName=sp_mtf,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A00939571T0N2PJVYJQS0&url=%2FData-Modeling-Azure-Services-professional%2Fdp%2F1801077347%2Fref%3Dsr_1_275_sspa%3Fcrid%3D2YKZLS0CJFDGI%26keywords%3Ddata%2Bscience%26qid%3D1663448047%26sprefix%3Ddata%2Bscience%252Caps%252C828%26sr%3D8-275-spons%26psc%3D1&qualifier=1663448047&id=1286096346710520&widgetName=sp_mtf
SQL for Data Analytics: Perform fast and efficient data analysis with the power of SQL,"[Upom Malik,Matt Goldwasser et al.]",27.89,386.0,4.4,226,0.68,0.14,0.11,0.04,0.03,7.5 x 0.87 x 9.25 inches,1.46 pounds,English,Packt Publishing (August 23 2019),978-1789807356,/SQL-Data-Analytics-efficient-analysis/dp/1789807352/ref=sr_1_263?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663448047&sprefix=data+science%2Caps%2C828&sr=8-263,https://www.amazon.com/SQL-Data-Analytics-efficient-analysis/dp/1789807352/ref=sr_1_263?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663448047&sprefix=data+science%2Caps%2C828&sr=8-263
Ethics of Data and Analytics: Concepts and Cases,[Kirsten Martin],69.95,474.0,,0,0.0,0.0,0.0,0.0,0.0,7 x 0.99 x 10 inches,2.01 pounds,English,Auerbach Publications; 1st edition (May 13 2022),978-1032062938,/Ethics-Data-Analytics-Concepts-Cases/dp/1032062932/ref=sr_1_261?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663448047&sprefix=data+science%2Caps%2C828&sr=8-261,https://www.amazon.com/Ethics-Data-Analytics-Concepts-Cases/dp/1032062932/ref=sr_1_261?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663448047&sprefix=data+science%2Caps%2C828&sr=8-261
Introduction to Computation and Programming Using Python: With Application to Understanding Data (The MIT Press),[John V. Guttag],42.75,472.0,4.6,561,0.77,0.14,0.06,0.01,0.02,7 x 0.81 x 9 inches,1.68 pounds,English,The MIT Press; second edition (August 12 2016),978-0262529624,/Introduction-Computation-Programming-Using-Python/dp/0262529629/ref=sr_1_253?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663448047&sprefix=data+science%2Caps%2C828&sr=8-253,https://www.amazon.com/Introduction-Computation-Programming-Using-Python/dp/0262529629/ref=sr_1_253?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663448047&sprefix=data+science%2Caps%2C828&sr=8-253
SQL: 3 books 1 - The Ultimate Beginner Intermediate & Expert Guides To Master SQL Programming Quickly with Practical Exercises,[Mark Reed],24.29,346.0,4.9,187,0.93,0.07,0.0,0.0,0.0,7 x 0.78 x 10 inches,1.66 pounds,English,Independently published (July 10 2022),979-8840191583,/SQL-Intermediate-Programming-Practical-Exercises/dp/B0B5MM3RMK/ref=sr_1_256?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663448047&sprefix=data+science%2Caps%2C828&sr=8-256,https://www.amazon.com/SQL-Intermediate-Programming-Practical-Exercises/dp/B0B5MM3RMK/ref=sr_1_256?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663448047&sprefix=data+science%2Caps%2C828&sr=8-256
Machine Learning Bookcamp: Build a portfolio of real-life projects,[Alexey Grigorev],35.99,472.0,5.0,7,1.0,0.0,0.0,0.0,0.0,7.38 x 0.6 x 9.25 inches,1.85 pounds,English,Manning (November 23 2021),978-1617296819,/Machine-Learning-Bookcamp-portfolio-real-life/dp/1617296813/ref=sr_1_252?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663448047&sprefix=data+science%2Caps%2C828&sr=8-252,https://www.amazon.com/Machine-Learning-Bookcamp-portfolio-real-life/dp/1617296813/ref=sr_1_252?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663448047&sprefix=data+science%2Caps%2C828&sr=8-252
The Data Model Resource Book Vol. 2: A Library of Data Models for Specific Industries,"[Len Silverston,John A. Zachman]",61.82,576.0,4.0,36,0.6,0.11,0.09,0.09,0.1,7.3 x 1.3 x 8.9 inches,2.4 pounds,English, DM Review,978-0471353485,/Data-Model-Resource-Book-Vol/dp/0471353485/ref=sr_1_254?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663448047&sprefix=data+science%2Caps%2C828&sr=8-254,https://www.amazon.com/Data-Model-Resource-Book-Vol/dp/0471353485/ref=sr_1_254?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663448047&sprefix=data+science%2Caps%2C828&sr=8-254
Essential PySpark for Scalable Data Analytics: A beginners guide to harnessing the power and ease of PySpark 3,[Sreeram Nudurupati],46.99,322.0,4.5,16,0.74,0.09,0.08,0.09,0.0,7.5 x 0.73 x 9.25 inches,1.22 pounds,English,Packt Publishing (October 29 2021),978-1800568877,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A0566157C7AOVCJPZIB5&url=%2FEssential-PySpark-Scalable-Data-Analytics%2Fdp%2F1800568878%2Fref%3Dsr_1_260_sspa%3Fcrid%3D2YKZLS0CJFDGI%26keywords%3Ddata%2Bscience%26qid%3D1663448047%26sprefix%3Ddata%2Bscience%252Caps%252C828%26sr%3D8-260-spons%26psc%3D1&qualifier=1663448047&id=1286096346710520&widgetName=sp_mtf,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A0566157C7AOVCJPZIB5&url=%2FEssential-PySpark-Scalable-Data-Analytics%2Fdp%2F1800568878%2Fref%3Dsr_1_260_sspa%3Fcrid%3D2YKZLS0CJFDGI%26keywords%3Ddata%2Bscience%26qid%3D1663448047%26sprefix%3Ddata%2Bscience%252Caps%252C828%26sr%3D8-260-spons%26psc%3D1&qualifier=1663448047&id=1286096346710520&widgetName=sp_mtf
Cloud Scale Analytics with Azure Data Services: Build modern data warehouses on Microsoft Azure,[Patrik Borosch],54.99,520.0,4.8,7,0.82,0.18,0.0,0.0,0.0,7.5 x 1.18 x 9.25 inches,1.95 pounds,English,Packt Publishing (July 23 2021),978-1800562936,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A06945471BO28BKEHF3MA&url=%2FCloud-Scale-Analytics-Azure-Services%2Fdp%2F1800562934%2Fref%3Dsr_1_258_sspa%3Fcrid%3D2YKZLS0CJFDGI%26keywords%3Ddata%2Bscience%26qid%3D1663448047%26sprefix%3Ddata%2Bscience%252Caps%252C828%26sr%3D8-258-spons%26psc%3D1&qualifier=1663448047&id=1286096346710520&widgetName=sp_mtf,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A06945471BO28BKEHF3MA&url=%2FCloud-Scale-Analytics-Azure-Services%2Fdp%2F1800562934%2Fref%3Dsr_1_258_sspa%3Fcrid%3D2YKZLS0CJFDGI%26keywords%3Ddata%2Bscience%26qid%3D1663448047%26sprefix%3Ddata%2Bscience%252Caps%252C828%26sr%3D8-258-spons%26psc%3D1&qualifier=1663448047&id=1286096346710520&widgetName=sp_mtf
Can We Trust AI? (Johns Hopkins Wavelengths),"[Rama Chellappa,Eric Niiler]",16.95,224.0,,0,0.0,0.0,0.0,0.0,0.0,5 x 0.64 x 7 inches,1.11 pounds,English,Johns Hopkins University Press (November 15 2022),978-1421445304,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A01266814HL3DOOE4QS7&url=%2FCan-Trust-Johns-Hopkins-Wavelengths%2Fdp%2F1421445301%2Fref%3Dsr_1_257_sspa%3Fcrid%3D2YKZLS0CJFDGI%26keywords%3Ddata%2Bscience%26qid%3D1663448047%26sprefix%3Ddata%2Bscience%252Caps%252C828%26sr%3D8-257-spons%26psc%3D1&qualifier=1663448047&id=1286096346710520&widgetName=sp_mtf,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A01266814HL3DOOE4QS7&url=%2FCan-Trust-Johns-Hopkins-Wavelengths%2Fdp%2F1421445301%2Fref%3Dsr_1_257_sspa%3Fcrid%3D2YKZLS0CJFDGI%26keywords%3Ddata%2Bscience%26qid%3D1663448047%26sprefix%3Ddata%2Bscience%252Caps%252C828%26sr%3D8-257-spons%26psc%3D1&qualifier=1663448047&id=1286096346710520&widgetName=sp_mtf
Data Engineering with Python: Work with massive datasets to design data models and automate data pipelines using Python,[Paul Crickard],37.79,356.0,4.2,95,0.58,0.19,0.1,0.08,0.05,7.5 x 0.81 x 9.25 inches,1.35 pounds,English,Packt Publishing (October 23 2020),978-1839214189,/Data-Engineering-Python-datasets-pipelines/dp/183921418X/ref=sr_1_249?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663448047&sprefix=data+science%2Caps%2C828&sr=8-249,https://www.amazon.com/Data-Engineering-Python-datasets-pipelines/dp/183921418X/ref=sr_1_249?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663448047&sprefix=data+science%2Caps%2C828&sr=8-249
Mastering Tableau 2021: Implement advanced business intelligence techniques and analytics with Tableau 3rd Edition,"[Marleen Meier,David Baldwin et al.]",46.99,792.0,4.4,83,0.7,0.14,0.06,0.02,0.08,7.5 x 1.79 x 9.25 inches,2.42 pounds,English,Packt Publishing (May 31 2021),978-1800561649,/Mastering-Tableau-2021-intelligence-techniques/dp/1800561644/ref=sr_1_221?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663448033&sprefix=data+science%2Caps%2C828&sr=8-221,https://www.amazon.com/Mastering-Tableau-2021-intelligence-techniques/dp/1800561644/ref=sr_1_221?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663448033&sprefix=data+science%2Caps%2C828&sr=8-221
Geographical Data Science and Spatial Data Analysis: An Introduction in R (Spatial Analytics and GIS),,51.0,360.0,4.5,6,0.49,0.51,0.0,0.0,0.0,6.69 x 0.75 x 9.61 inches,1.26 pounds,English,SAGE Publications Ltd; 1st edition (February 4 2021),978-1526449368,/Geographical-Data-Science-Spatial-Analysis/dp/1526449366/ref=sr_1_220?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663448033&sprefix=data+science%2Caps%2C828&sr=8-220,https://www.amazon.com/Geographical-Data-Science-Spatial-Analysis/dp/1526449366/ref=sr_1_220?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663448033&sprefix=data+science%2Caps%2C828&sr=8-220
Malware Data Science: Attack Detection and Attribution,"[Joshua Saxe,Hillary Sanders]",37.03,272.0,4.6,87,0.71,0.18,0.08,0.01,0.01,7 x 0.69 x 9.31 inches,1.37 pounds,English,No Starch Press (September 25 2018),978-1593278595,/Malware-Data-Science-Detection-Attribution/dp/1593278594/ref=sr_1_219?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663448033&sprefix=data+science%2Caps%2C828&sr=8-219,https://www.amazon.com/Malware-Data-Science-Detection-Attribution/dp/1593278594/ref=sr_1_219?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663448033&sprefix=data+science%2Caps%2C828&sr=8-219
Learning Geospatial Analysis with Python: Understand GIS fundamentals and perform remote sensing data analysis using Python 3.7 3rd Edition,[Joel Lawhead],49.99,456.0,4.4,26,0.62,0.2,0.12,0.06,0.0,7.5 x 1.03 x 9.25 inches,1.71 pounds,English,Packt Publishing (September 27 2019),978-1789959277,/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A099858636KU8S1DGGCV6&url=%2FLearning-Geospatial-Analysis-Python-fundamentals%2Fdp%2F1789959276%2Fref%3Dsr_1_244_sspa%3Fcrid%3D2YKZLS0CJFDGI%26keywords%3Ddata%2Bscience%26qid%3D1663448047%26sprefix%3Ddata%2Bscience%252Caps%252C828%26sr%3D8-244-spons%26psc%3D1&qualifier=1663448047&id=1286096346710520&widgetName=sp_atf_next,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A099858636KU8S1DGGCV6&url=%2FLearning-Geospatial-Analysis-Python-fundamentals%2Fdp%2F1789959276%2Fref%3Dsr_1_244_sspa%3Fcrid%3D2YKZLS0CJFDGI%26keywords%3Ddata%2Bscience%26qid%3D1663448047%26sprefix%3Ddata%2Bscience%252Caps%252C828%26sr%3D8-244-spons%26psc%3D1&qualifier=1663448047&id=1286096346710520&widgetName=sp_atf_next
The Big Book of Dashboards: Visualizing Your Data Using Real-World Business Scenarios,"[Steve Wexler,Jeffrey Shaffer et al.]",24.49,448.0,4.6,662,0.72,0.18,0.07,0.02,0.01,8.4 x 1.2 x 8.3 inches,2.77 pounds,English,Wiley; 1st edition (April 24 2017),978-1119282716,/Big-Book-Dashboards-Visualizing-Real-World/dp/1119282713/ref=sr_1_217?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663448033&sprefix=data+science%2Caps%2C828&sr=8-217,https://www.amazon.com/Big-Book-Dashboards-Visualizing-Real-World/dp/1119282713/ref=sr_1_217?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663448033&sprefix=data+science%2Caps%2C828&sr=8-217
Machine Learning with R: Expert techniques for predictive modeling 3rd Edition,[Brett Lantz],37.99,458.0,4.6,232,0.78,0.13,0.05,0.02,0.02,7.5 x 1.04 x 9.25 inches,1.72 pounds,English,Packt Publishing; 3rd edition (April 15 2019),978-1788295864,/Machine-Learning-techniques-predictive-modeling/dp/1788295862/ref=sr_1_215?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663448033&sprefix=data+science%2Caps%2C828&sr=8-215,https://www.amazon.com/Machine-Learning-techniques-predictive-modeling/dp/1788295862/ref=sr_1_215?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663448033&sprefix=data+science%2Caps%2C828&sr=8-215
Hands-on Programmatic In-house Digital Advertising: Learn Data Design AI Implementation Bidding Strategies and Strategic Thinking (English Edition),[Raghavendra Agarwala],29.95,208.0,3.5,2,0.5,0.5,0.0,0.0,0.0,7.5 x 0.47 x 9.25 inches,14.1 ounces,English,BPB Publications (October 4 2021),978-9391030193,/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A09901441UEV7FM62JPKN&url=%2FHands-Programmatic-house-Digital-Advertising%2Fdp%2F939103019X%2Fref%3Dsr_1_243_sspa%3Fcrid%3D2YKZLS0CJFDGI%26keywords%3Ddata%2Bscience%26qid%3D1663448047%26sprefix%3Ddata%2Bscience%252Caps%252C828%26sr%3D8-243-spons%26psc%3D1&qualifier=1663448047&id=1286096346710520&widgetName=sp_atf_next,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A09901441UEV7FM62JPKN&url=%2FHands-Programmatic-house-Digital-Advertising%2Fdp%2F939103019X%2Fref%3Dsr_1_243_sspa%3Fcrid%3D2YKZLS0CJFDGI%26keywords%3Ddata%2Bscience%26qid%3D1663448047%26sprefix%3Ddata%2Bscience%252Caps%252C828%26sr%3D8-243-spons%26psc%3D1&qualifier=1663448047&id=1286096346710520&widgetName=sp_atf_next
Ontology-Based Information Retrieval for Healthcare Systems,[Vishal Jain],197.02,384.0,,0,0.0,0.0,0.0,0.0,0.0,6 x 1.06 x 9 inches,1 pounds,English,Wiley-Scrivener; 1st edition (August 5 2020),978-1119640486,/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A0564390I91T4EJ12BC9&url=%2FOntology-Based-Information-Retrieval-Healthcare-Systems%2Fdp%2F1119640482%2Fref%3Dsr_1_241_sspa%3Fcrid%3D2YKZLS0CJFDGI%26keywords%3Ddata%2Bscience%26qid%3D1663448047%26sprefix%3Ddata%2Bscience%252Caps%252C828%26sr%3D8-241-spons%26psc%3D1&qualifier=1663448047&id=1286096346710520&widgetName=sp_atf_next,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A0564390I91T4EJ12BC9&url=%2FOntology-Based-Information-Retrieval-Healthcare-Systems%2Fdp%2F1119640482%2Fref%3Dsr_1_241_sspa%3Fcrid%3D2YKZLS0CJFDGI%26keywords%3Ddata%2Bscience%26qid%3D1663448047%26sprefix%3Ddata%2Bscience%252Caps%252C828%26sr%3D8-241-spons%26psc%3D1&qualifier=1663448047&id=1286096346710520&widgetName=sp_atf_next
Data Governance: How to Design Deploy and Sustain an Effective Data Governance Program (The Morgan Kaufmann Series on Business Intelligence),,39.17,264.0,4.3,87,0.66,0.14,0.09,0.04,0.06,7.5 x 0.61 x 9.25 inches,1.26 pounds,English,Morgan Kaufmann; 1st edition (July 27 2012),978-0124158290,/Data-Governance-Effective-Kaufmann-Intelligence/dp/0124158293/ref=sr_1_214?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663448033&sprefix=data+science%2Caps%2C828&sr=8-214,https://www.amazon.com/Data-Governance-Effective-Kaufmann-Intelligence/dp/0124158293/ref=sr_1_214?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663448033&sprefix=data+science%2Caps%2C828&sr=8-214
Data Science in Context: Foundations Challenges Opportunities,"[Alfred Z. Spector,Peter Norvig et al.]",39.99,335.0,,0,0.0,0.0,0.0,0.0,0.0,9.61 x 6.69 x 0.76 inches,1.43 pounds,English,Cambridge University Press; New edition (November 30 2022),978-1009272209,/Data-Science-Context-Foundations-Opportunities/dp/1009272209/ref=sr_1_213?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663448033&sprefix=data+science%2Caps%2C828&sr=8-213,https://www.amazon.com/Data-Science-Context-Foundations-Opportunities/dp/1009272209/ref=sr_1_213?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663448033&sprefix=data+science%2Caps%2C828&sr=8-213
Python Machine Learning: Machine Learning and Deep Learning with Python scikit-learn and TensorFlow 2 3rd Edition,"[Sebastian Raschka,Vahid Mirjalili]",49.39,770.0,4.5,387,0.71,0.2,0.04,0.03,0.03,7.5 x 1.74 x 9.25 inches,2.86 pounds,English,Packt Publishing; 3rd edition (December 12 2019),978-1789955750,/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A0981239AUTAN888V32R&url=%2FPython-Machine-Learning-scikit-learn-TensorFlow%2Fdp%2F1789955750%2Fref%3Dsr_1_242_sspa%3Fcrid%3D2YKZLS0CJFDGI%26keywords%3Ddata%2Bscience%26qid%3D1663448047%26sprefix%3Ddata%2Bscience%252Caps%252C828%26sr%3D8-242-spons%26psc%3D1&qualifier=1663448047&id=1286096346710520&widgetName=sp_atf_next,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A0981239AUTAN888V32R&url=%2FPython-Machine-Learning-scikit-learn-TensorFlow%2Fdp%2F1789955750%2Fref%3Dsr_1_242_sspa%3Fcrid%3D2YKZLS0CJFDGI%26keywords%3Ddata%2Bscience%26qid%3D1663448047%26sprefix%3Ddata%2Bscience%252Caps%252C828%26sr%3D8-242-spons%26psc%3D1&qualifier=1663448047&id=1286096346710520&widgetName=sp_atf_next
Machine Learning in Biotechnology and Life Sciences: Build machine learning models using Python and deploy them on the cloud,[Saleh Alkhalifa],49.99,408.0,4.1,20,0.57,0.18,0.09,0.09,0.08,7.5 x 0.92 x 9.25 inches,1.54 pounds,English,Packt Publishing (January 28 2022),978-1801811910,/Machine-Learning-Biotechnology-Life-Sciences/dp/1801811911/ref=sr_1_206?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663448033&sprefix=data+science%2Caps%2C828&sr=8-206,https://www.amazon.com/Machine-Learning-Biotechnology-Life-Sciences/dp/1801811911/ref=sr_1_206?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663448033&sprefix=data+science%2Caps%2C828&sr=8-206
Data Science and Big Data Analytics: Discovering Analyzing Visualizing and Presenting Data,[EMC Education Services],41.76,432.0,4.4,186,0.67,0.17,0.08,0.03,0.06,7.3 x 1 x 9.4 inches,2.41 pounds,English,Wiley; 1st edition (January 27 2015),978-1118876138,/Data-Science-Big-Analytics-Discovering/dp/111887613X/ref=sr_1_208?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663448033&sprefix=data+science%2Caps%2C828&sr=8-208,https://www.amazon.com/Data-Science-Big-Analytics-Discovering/dp/111887613X/ref=sr_1_208?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663448033&sprefix=data+science%2Caps%2C828&sr=8-208
Fundamentals of Data Science Part I: Inference and Experiment,[Jared M Maruskin],22.63,314.0,5.0,1,1.0,0.0,0.0,0.0,0.0,6.14 x 0.66 x 9.21 inches,15.5 ounces,English,Cayenne Canyon Press (April 30 2021),978-1941043110,/Fundamentals-Data-Science-Part-Experiment/dp/1941043119/ref=sr_1_207?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663448033&sprefix=data+science%2Caps%2C828&sr=8-207,https://www.amazon.com/Fundamentals-Data-Science-Part-Experiment/dp/1941043119/ref=sr_1_207?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663448033&sprefix=data+science%2Caps%2C828&sr=8-207
Graph Neural Networks: Foundations Frontiers and Applications,"[Lingfei Wu,Peng Cui et al.]",85.38,725.0,4.6,6,0.64,0.36,0.0,0.0,0.0,6.25 x 1.75 x 9.5 inches,2.76 pounds,English,Springer; 1st ed. 2022 edition (January 4 2022),978-9811660535,/Graph-Neural-Networks-Foundations-Applications/dp/9811660530/ref=sr_1_205?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663448033&sprefix=data+science%2Caps%2C828&sr=8-205,https://www.amazon.com/Graph-Neural-Networks-Foundations-Applications/dp/9811660530/ref=sr_1_205?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663448033&sprefix=data+science%2Caps%2C828&sr=8-205
Data-Driven Evolutionary Optimization: Integrating Evolutionary Computation Machine Learning and Data Science (Studies in Computational Intelligence 975),,169.99,418.0,5.0,1,1.0,0.0,0.0,0.0,0.0,6.14 x 0.94 x 9.21 inches,1.75 pounds,English,Springer; 1st ed. 2021 edition (June 29 2021),978-3030746391,/Data-Driven-Evolutionary-Optimization-Computational-Intelligence/dp/3030746399/ref=sr_1_204?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663448033&sprefix=data+science%2Caps%2C828&sr=8-204,https://www.amazon.com/Data-Driven-Evolutionary-Optimization-Computational-Intelligence/dp/3030746399/ref=sr_1_204?crid=2YKZLS0CJFDGI&keywords=data+science&qid=1663448033&sprefix=data+science%2Caps%2C828&sr=8-204
Getting Started with Elastic Stack 8.0: Run powerful and scalable data platforms to search observe and secure your organization,"[Asjad Athick,Shay Banon]",49.99,474.0,4.7,9,0.83,0.17,0.0,0.0,0.0,7.5 x 1.07 x 9.25 inches,1.78 pounds,English,Packt Publishing (March 23 2022),978-1800569492,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A06691851HWZM1L2QMJGX&url=%2FGetting-Started-Elastic-Stack-8-0%2Fdp%2F1800569491%2Fref%3Dsr_1_211_sspa%3Fcrid%3D2YKZLS0CJFDGI%26keywords%3Ddata%2Bscience%26qid%3D1663448033%26sprefix%3Ddata%2Bscience%252Caps%252C828%26sr%3D8-211-spons%26psc%3D1&qualifier=1663448033&id=4081593171667701&widgetName=sp_mtf,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A06691851HWZM1L2QMJGX&url=%2FGetting-Started-Elastic-Stack-8-0%2Fdp%2F1800569491%2Fref%3Dsr_1_211_sspa%3Fcrid%3D2YKZLS0CJFDGI%26keywords%3Ddata%2Bscience%26qid%3D1663448033%26sprefix%3Ddata%2Bscience%252Caps%252C828%26sr%3D8-211-spons%26psc%3D1&qualifier=1663448033&id=4081593171667701&widgetName=sp_mtf
